,rho,ne,v_phi,Te,E_rho
2266,0.01133,1.0000413,-6.2204349e-11,9.9999989e-07,4.316240000000168e-08
2267,0.011335,1.0000411,-6.1330261e-11,9.9999989e-07,4.293720000000092e-08
2268,0.01134,1.0000408,-6.0468076e-11,9.9999989e-07,4.271320000000214e-08
2269,0.011345,1.0000406,-5.9617638e-11,9.9999989e-07,4.249040000000147e-08
2270,0.01135,1.0000404,-5.8778792e-11,9.9999989e-07,4.226859999998801e-08
2271,0.011355,1.0000402,-5.7951386e-11,9.9999989e-07,4.204800000000069e-08
2272,0.01136,1.00004,-5.7135269e-11,9.999999e-07,4.18288000000021e-08
2273,0.011365,1.0000398,-5.6330292e-11,9.999999e-07,4.1610400000001385e-08
2274,0.01137,1.0000396,-5.5536308e-11,9.999999e-07,4.1393400000001476e-08
2275,0.011375,1.0000394,-5.4753172e-11,9.999999e-07,4.1177200000002034e-08
2276,0.01138,1.0000392,-5.3980742e-11,9.999999e-07,4.096260000000222e-08
2277,0.011385,1.000039,-5.3218874e-11,9.999999e-07,4.0748800000001574e-08
2278,0.01139,1.0000388,-5.2467431e-11,9.999999e-07,4.053619999998756e-08
2279,0.011395,1.0000386,-5.1726273e-11,9.9999991e-07,4.032480000000107e-08
2280,0.0114,1.0000384,-5.0995266e-11,9.9999991e-07,4.0114400000002395e-08
2281,0.011405,1.0000382,-5.0274274e-11,9.9999991e-07,3.990520000000182e-08
2282,0.01141,1.000038,-4.9563165e-11,9.9999991e-07,3.969680000000042e-08
2283,0.011415,1.0000378,-4.8861809e-11,9.9999991e-07,3.9490000000002526e-08
2284,0.01142,1.0000376,-4.8170075e-11,9.9999991e-07,3.92838000000011e-08
2285,0.011425,1.0000374,-4.7487836e-11,9.9999991e-07,3.9079000000001776e-08
2286,0.01143,1.0000372,-4.6814967e-11,9.9999991e-07,3.887500000000162e-08
2287,0.011435,1.000037,-4.6151342e-11,9.9999992e-07,3.867239999998756e-08
2288,0.01144,1.0000368,-4.5496839e-11,9.9999992e-07,3.847060000000209e-08
2289,0.011445,1.0000366,-4.4851337e-11,9.9999992e-07,3.8270000000001315e-08
2290,0.01145,1.0000364,-4.4214717e-11,9.9999992e-07,3.807020000000229e-08
2291,0.011455,1.0000362,-4.3586859e-11,9.9999992e-07,3.787180000000149e-08
2292,0.01146,1.000036,-4.2967648e-11,9.9999992e-07,3.767420000000115e-08
2293,0.011465,1.0000359,-4.2356968e-11,9.9999992e-07,3.7477800000001504e-08
2294,0.01147,1.0000357,-4.1754705e-11,9.9999992e-07,3.728220000000103e-08
2295,0.011475,1.0000355,-4.1160748e-11,9.9999992e-07,3.708799999998979e-08
2296,0.01148,1.0000353,-4.0574986e-11,9.9999993e-07,3.689440000000075e-08
2297,0.011485,1.0000351,-3.9997309e-11,9.9999993e-07,3.670200000000212e-08
2298,0.01149,1.0000349,-3.9427609e-11,9.9999993e-07,3.651060000000148e-08
2299,0.011495,1.0000347,-3.8865781e-11,9.9999993e-07,3.6320200000001424e-08
2300,0.0115,1.0000346,-3.8311718e-11,9.9999993e-07,3.613080000000065e-08
2301,0.011505,1.0000344,-3.7765317e-11,9.9999993e-07,3.594240000000175e-08
2302,0.01151,1.0000342,-3.7226475e-11,9.9999993e-07,3.575480000000201e-08
2303,0.011515,1.000034,-3.6695092e-11,9.9999993e-07,3.55686000000005e-08
2304,0.01152,1.0000339,-3.6171067e-11,9.9999993e-07,3.5382999999989644e-08
2305,0.011525,1.0000337,-3.5654302e-11,9.9999993e-07,3.5198600000001444e-08
2306,0.01153,1.0000335,-3.51447e-11,9.9999994e-07,3.5015000000001436e-08
2307,0.011535,1.0000333,-3.4642164e-11,9.9999994e-07,3.4832400000002004e-08
2308,0.01154,1.0000332,-3.41466e-11,9.9999994e-07,3.465080000000056e-08
2309,0.011545,1.000033,-3.3657914e-11,9.9999994e-07,3.447000000000217e-08
2310,0.01155,1.0000328,-3.3176015e-11,9.9999994e-07,3.429040000000059e-08
2311,0.011555,1.0000326,-3.2700809e-11,9.9999994e-07,3.411160000000205e-08
2312,0.01156,1.0000325,-3.2232209e-11,9.9999994e-07,3.3933799999989743e-08
2313,0.011565,1.0000323,-3.1770124e-11,9.9999994e-07,3.375700000000155e-08
2314,0.01157,1.0000321,-3.1314468e-11,9.9999994e-07,3.3580800000000646e-08
2315,0.011575,1.000032,-3.0865153e-11,9.9999994e-07,3.340580000000172e-08
2316,0.01158,1.0000318,-3.0422095e-11,9.9999994e-07,3.3231600000000676e-08
2317,0.011585,1.0000316,-2.9985209e-11,9.9999994e-07,3.3058400000001495e-08
2318,0.01159,1.0000315,-2.9554411e-11,9.9999995e-07,3.288600000000149e-08
2319,0.011595,1.0000313,-2.9129621e-11,9.9999995e-07,3.271460000000206e-08
2320,0.0116,1.0000311,-2.8710756e-11,9.9999995e-07,3.254420000000062e-08
2321,0.011605,1.000031,-2.8297736e-11,9.9999995e-07,3.237439999998959e-08
2322,0.01161,1.0000308,-2.7890483e-11,9.9999995e-07,3.2205600000001604e-08
2323,0.011615,1.0000307,-2.748892e-11,9.9999995e-07,3.203780000000166e-08
2324,0.01162,1.0000305,-2.7092968e-11,9.9999995e-07,3.18708000000009e-08
2325,0.011625,1.0000303,-2.6702552e-11,9.9999995e-07,3.1704800000002e-08
2326,0.01163,1.0000302,-2.6317597e-11,9.9999995e-07,3.1539400000000864e-08
2327,0.011635,1.00003,-2.5938029e-11,9.9999995e-07,3.1375000000001596e-08
2328,0.01164,1.0000299,-2.5563775e-11,9.9999995e-07,3.12114000000015e-08
2329,0.011645,1.0000297,-2.5194764e-11,9.9999995e-07,3.104899999999003e-08
2330,0.01165,1.0000296,-2.4830923e-11,9.9999995e-07,3.088700000000163e-08
2331,0.011655,1.0000294,-2.4472183e-11,9.9999995e-07,3.072600000000045e-08
2332,0.01166,1.0000293,-2.4118475e-11,9.9999995e-07,3.0565800000001025e-08
2333,0.011665,1.0000291,-2.3769731e-11,9.9999996e-07,3.040660000000217e-08
2334,0.01167,1.000029,-2.3425882e-11,9.9999996e-07,3.02482000000012e-08
2335,0.011675,1.0000288,-2.3086863e-11,9.9999996e-07,3.009040000000122e-08
2336,0.01168,1.0000287,-2.2752607e-11,9.9999996e-07,2.993360000000117e-08
2337,0.011685,1.0000285,-2.2423051e-11,9.9999996e-07,2.9777800000001055e-08
2338,0.01169,1.0000284,-2.2098129e-11,9.9999996e-07,2.9622399999990892e-08
2339,0.011695,1.0000282,-2.1777779e-11,9.9999996e-07,2.9468200000001327e-08
2340,0.0117,1.0000281,-2.1461939e-11,9.9999996e-07,2.9314600000001187e-08
2341,0.011705,1.0000279,-2.1150546e-11,9.9999996e-07,2.9161800000000863e-08
2342,0.01171,1.0000278,-2.0843542e-11,9.9999996e-07,2.9009800000001647e-08
2343,0.011715,1.0000276,-2.0540864e-11,9.9999996e-07,2.885880000000107e-08
2344,0.01172,1.0000275,-2.0242455e-11,9.9999996e-07,2.8708200000000724e-08
2345,0.011725,1.0000273,-1.9948256e-11,9.9999996e-07,2.8558800000001714e-08
2346,0.01173,1.0000272,-1.965821e-11,9.9999996e-07,2.8409999999991256e-08
2347,0.011735,1.0000271,-1.937226e-11,9.9999996e-07,2.826180000000086e-08
2348,0.01174,1.0000269,-1.9090349e-11,9.9999996e-07,2.81148000000013e-08
2349,0.011745,1.0000268,-1.8812424e-11,9.9999996e-07,2.7968200000001324e-08
2350,0.01175,1.0000266,-1.8538428e-11,9.9999997e-07,2.7822400000001162e-08
2351,0.011755,1.0000265,-1.8268308e-11,9.9999997e-07,2.7677600000000933e-08
2352,0.01176,1.0000264,-1.8002011e-11,9.9999997e-07,2.7533200000000933e-08
2353,0.011765,1.0000262,-1.7739485e-11,9.9999997e-07,2.7390000000000982e-08
2354,0.01177,1.0000261,-1.7480678e-11,9.9999997e-07,2.724720000000126e-08
2355,0.011775,1.000026,-1.7225539e-11,9.9999997e-07,2.710519999999195e-08
2356,0.01178,1.0000258,-1.6974017e-11,9.9999997e-07,2.6964000000000618e-08
2357,0.011785,1.0000257,-1.6726064e-11,9.9999997e-07,2.682360000000164e-08
2358,0.01179,1.0000256,-1.6481628e-11,9.9999997e-07,2.6683800000001064e-08
2359,0.011795,1.0000254,-1.6240664e-11,9.9999997e-07,2.654480000000095e-08
2360,0.0118,1.0000253,-1.6003122e-11,9.9999997e-07,2.64066000000013e-08
2361,0.011805,1.0000252,-1.5768956e-11,9.9999997e-07,2.6269000000000703e-08
2362,0.01181,1.000025,-1.5538118e-11,9.9999997e-07,2.6132200000001214e-08
2363,0.011815,1.0000249,-1.5310564e-11,9.9999997e-07,2.5996199999991875e-08
2364,0.01182,1.0000248,-1.5086248e-11,9.9999997e-07,2.5860600000000808e-08
2365,0.011825,1.0000246,-1.4865125e-11,9.9999997e-07,2.5726000000001295e-08
2366,0.01183,1.0000245,-1.4647152e-11,9.9999997e-07,2.559200000000084e-08
2367,0.011835,1.0000244,-1.4432284e-11,9.9999997e-07,2.5458600000001375e-08
2368,0.01184,1.0000243,-1.4220479e-11,9.9999997e-07,2.5326200000001197e-08
2369,0.011845,1.0000241,-1.4011695e-11,9.9999997e-07,2.51942000000006e-08
2370,0.01185,1.000024,-1.380589e-11,9.9999997e-07,2.5062800000001e-08
2371,0.011855,1.0000239,-1.3603022e-11,9.9999997e-07,2.4932600000001443e-08
2372,0.01186,1.0000238,-1.3403052e-11,9.9999997e-07,2.4802599999992104e-08
2373,0.011865,1.0000236,-1.3205938e-11,9.9999997e-07,2.4673400000001086e-08
2374,0.01187,1.0000235,-1.3011642e-11,9.9999998e-07,2.4545000000001276e-08
2375,0.011875,1.0000234,-1.2820124e-11,9.9999998e-07,2.4417000000000407e-08
2376,0.01188,1.0000233,-1.2631346e-11,9.9999998e-07,2.4290000000001404e-08
2377,0.011885,1.0000232,-1.2445269e-11,9.9999998e-07,2.4163400000000696e-08
2378,0.01189,1.000023,-1.2261857e-11,9.9999998e-07,2.403780000000121e-08
2379,0.011895,1.0000229,-1.2081072e-11,9.9999998e-07,2.3912400000001196e-08
2380,0.0119,1.0000228,-1.1902879e-11,9.9999998e-07,2.378799999999221e-08
2381,0.011905,1.0000227,-1.172724e-11,9.9999998e-07,2.3664000000001257e-08
2382,0.01191,1.0000226,-1.155412e-11,9.9999998e-07,2.3541000000000687e-08
2383,0.011915,1.0000224,-1.1383484e-11,9.9999998e-07,2.341820000000088e-08
2384,0.01192,1.0000223,-1.1215299e-11,9.9999998e-07,2.3296400000001003e-08
2385,0.011925,1.0000222,-1.1049529e-11,9.9999998e-07,2.3175000000001357e-08
2386,0.01193,1.0000221,-1.0886141e-11,9.9999998e-07,2.305440000000088e-08
2387,0.011935,1.000022,-1.0725102e-11,9.9999998e-07,2.293440000000075e-08
2388,0.01194,1.0000219,-1.0566379e-11,9.9999998e-07,2.281500000000097e-08
2389,0.011945,1.0000217,-1.0409939e-11,9.9999998e-07,2.2696199999993013e-08
2390,0.01195,1.0000216,-1.0255752e-11,9.9999998e-07,2.257800000000115e-08
2391,0.011955,1.0000215,-1.0103785e-11,9.9999998e-07,2.2460600000000582e-08
2392,0.01196,1.0000214,-9.9540071e-12,9.9999998e-07,2.2343600000000893e-08
2393,0.011965,1.0000213,-9.8063883e-12,9.9999998e-07,2.2227200000000902e-08
2394,0.01197,1.0000212,-9.6608983e-12,9.9999998e-07,2.2111400000001258e-08
2395,0.011975,1.0000211,-9.5175071e-12,9.9999998e-07,2.1996400000000783e-08
2396,0.01198,1.000021,-9.3761855e-12,9.9999998e-07,2.1882000000000655e-08
2397,0.011985,1.0000209,-9.2369044e-12,9.9999998e-07,2.1767999999993207e-08
2398,0.01199,1.0000208,-9.0996354e-12,9.9999998e-07,2.165460000000121e-08
2399,0.011995,1.0000206,-8.9643501e-12,9.9999998e-07,2.154200000000083e-08
2400,0.012,1.0000205,-8.8310208e-12,9.9999998e-07,2.143000000000079e-08
2401,0.012005,1.0000204,-8.69962e-12,9.9999998e-07,2.1318200000000874e-08
2402,0.01201,1.0000203,-8.5701207e-12,9.9999998e-07,2.1207400000000884e-08
2403,0.012015,1.0000202,-8.4424962e-12,9.9999998e-07,2.1096800000001012e-08
2404,0.01202,1.0000201,-8.3167202e-12,9.9999998e-07,2.098720000000107e-08
2405,0.012025,1.00002,-8.1927666e-12,9.9999998e-07,2.0878000000000715e-08
2406,0.01203,1.0000199,-8.0706099e-12,9.9999998e-07,2.0769199999993382e-08
2407,0.012035,1.0000198,-7.9502248e-12,9.9999998e-07,2.0661200000000923e-08
2408,0.01204,1.0000197,-7.8315863e-12,9.9999998e-07,2.0553600000000845e-08
2409,0.012045,1.0000196,-7.7146699e-12,9.9999999e-07,2.044660000000111e-08
2410,0.01205,1.0000195,-7.5994514e-12,9.9999999e-07,2.034020000000043e-08
2411,0.012055,1.0000194,-7.4859067e-12,9.9999999e-07,2.0234400000000744e-08
2412,0.01206,1.0000193,-7.3740123e-12,9.9999999e-07,2.0129000000001288e-08
2413,0.012065,1.0000192,-7.263745e-12,9.9999999e-07,2.0024400000000357e-08
2414,0.01207,1.0000191,-7.1550817e-12,9.9999999e-07,1.991999999999392e-08
2415,0.012075,1.000019,-7.0479998e-12,9.9999999e-07,1.9816600000001237e-08
2416,0.01208,1.0000189,-6.942477e-12,9.9999999e-07,1.971320000000035e-08
2417,0.012085,1.0000188,-6.8384913e-12,9.9999999e-07,1.9610800000001335e-08
2418,0.01209,1.0000187,-6.7360208e-12,9.9999999e-07,1.950880000000061e-08
2419,0.012095,1.0000186,-6.6350443e-12,9.9999999e-07,1.9407200000000765e-08
2420,0.0121,1.0000185,-6.5355405e-12,9.9999999e-07,1.9306200000000617e-08
2421,0.012105,1.0000184,-6.4374887e-12,9.9999999e-07,1.9205600000000703e-08
2422,0.01211,1.0000183,-6.3408681e-12,9.9999999e-07,1.91058000000006e-08
2423,0.012115,1.0000182,-6.2456586e-12,9.9999999e-07,1.9006399999994785e-08
2424,0.01212,1.0000181,-6.1518402e-12,9.9999999e-07,1.8907600000000564e-08
2425,0.012125,1.000018,-6.0593931e-12,9.9999999e-07,1.8809200000000626e-08
2426,0.01213,1.0000179,-5.9682979e-12,9.9999999e-07,1.871120000000092e-08
2427,0.012135,1.0000178,-5.8785353e-12,9.9999999e-07,1.861400000000038e-08
2428,0.01214,1.0000178,-5.7900865e-12,9.9999999e-07,1.851700000000125e-08
2429,0.012145,1.0000177,-5.7029328e-12,9.9999999e-07,1.8420800000000644e-08
2430,0.01215,1.0000176,-5.6170557e-12,9.9999999e-07,1.8325000000000914e-08
2431,0.012155,1.0000175,-5.5324372e-12,9.9999999e-07,1.8229400000000654e-08
2432,0.01216,1.0000174,-5.4490592e-12,9.9999999e-07,1.813479999999403e-08
2433,0.012165,1.0000173,-5.3669042e-12,9.9999999e-07,1.8040400000000754e-08
2434,0.01217,1.0000172,-5.2859548e-12,9.9999999e-07,1.7946600000000887e-08
2435,0.012175,1.0000171,-5.2061937e-12,9.9999999e-07,1.7853200000000604e-08
2436,0.01218,1.000017,-5.127604e-12,9.9999999e-07,1.776040000000067e-08
2437,0.012185,1.0000169,-5.0501691e-12,9.9999999e-07,1.766780000000085e-08
2438,0.01219,1.0000169,-4.9738723e-12,9.9999999e-07,1.757620000000096e-08
2439,0.012195,1.0000168,-4.8986976e-12,9.9999999e-07,1.7484600000000422e-08
2440,0.0122,1.0000167,-4.8246288e-12,9.9999999e-07,1.7393599999994843e-08
2441,0.012205,1.0000166,-4.7516502e-12,9.9999999e-07,1.7303200000000388e-08
2442,0.01221,1.0000165,-4.6797461e-12,9.9999999e-07,1.7213200000000775e-08
2443,0.012215,1.0000164,-4.6089013e-12,9.9999999e-07,1.7123600000000748e-08
2444,0.01222,1.0000163,-4.5391006e-12,9.9999999e-07,1.7034600000001067e-08
2445,0.012225,1.0000163,-4.4703289e-12,9.9999999e-07,1.6946000000000323e-08
2446,0.01223,1.0000162,-4.4025716e-12,9.9999999e-07,1.6857800000001105e-08
2447,0.012235,1.0000161,-4.3358142e-12,9.9999999e-07,1.6770200000000293e-08
2448,0.01224,1.000016,-4.2700423e-12,9.9999999e-07,1.6683000000001004e-08
2449,0.012245,1.0000159,-4.2052418e-12,9.9999999e-07,1.6596199999994894e-08
2450,0.01225,1.0000158,-4.1413987e-12,9.9999999e-07,1.6509800000000535e-08
2451,0.012255,1.0000158,-4.0784994e-12,9.9999999e-07,1.6424200000000876e-08
2452,0.01226,1.0000157,-4.0165301e-12,9.9999999e-07,1.6338600000000572e-08
2453,0.012265,1.0000156,-3.9554777e-12,9.9999999e-07,1.6253600000000615e-08
2454,0.01227,1.0000155,-3.8953289e-12,9.9999999e-07,1.616900000000089e-08
2455,0.012275,1.0000154,-3.8360707e-12,9.9999999e-07,1.6085200000000333e-08
2456,0.01228,1.0000154,-3.7776904e-12,9.9999999e-07,1.6001400000000424e-08
2457,0.012285,1.0000153,-3.7201752e-12,9.9999999e-07,1.5918199999995336e-08
2458,0.01229,1.0000152,-3.6635127e-12,9.9999999e-07,1.5835400000000878e-08
2459,0.012295,1.0000151,-3.6076907e-12,9.9999999e-07,1.5753000000000485e-08
2460,0.0123,1.000015,-3.5526969e-12,9.9999999e-07,1.5671200000000436e-08
2461,0.012305,1.000015,-3.4985196e-12,9.9999999e-07,1.5589600000000504e-08
2462,0.01231,1.0000149,-3.4451469e-12,9.9999999e-07,1.5508600000000915e-08
2463,0.012315,1.0000148,-3.3925672e-12,9.9999999e-07,1.5428000000000914e-08
2464,0.01232,1.0000147,-3.340769e-12,9.9999999e-07,1.5347800000000498e-08
2465,0.012325,1.0000146,-3.2897411e-12,9.9999999e-07,1.526800000000031e-08
2466,0.01233,1.0000146,-3.2394723e-12,9.9999999e-07,1.518859999999573e-08
2467,0.012335,1.0000145,-3.1899516e-12,9.9999999e-07,1.5109600000000307e-08
2468,0.01234,1.0000144,-3.1411683e-12,9.9999999e-07,1.5031000000000815e-08
2469,0.012345,1.0000143,-3.0931116e-12,9.9999999e-07,1.4952800000000583e-08
2470,0.01235,1.0000143,-3.0457711e-12,9.9999999e-07,1.4875200000000372e-08
2471,0.012355,1.0000142,-2.9991364e-12,9.9999999e-07,1.4797800000000603e-08
2472,0.01236,1.0000141,-2.9531972e-12,9.9999999e-07,1.4721000000000855e-08
2473,0.012365,1.0000141,-2.9079434e-12,9.9999999e-07,1.4644400000000578e-08
2474,0.01237,1.000014,-2.8633652e-12,9.9999999e-07,1.4568199999995476e-08
2475,0.012375,1.0000139,-2.8194527e-12,9.9999999e-07,1.4492600000000507e-08
2476,0.01238,1.0000138,-2.7761962e-12,9.9999999e-07,1.44172000000006e-08
2477,0.012385,1.0000138,-2.7335863e-12,9.9999999e-07,1.43422000000006e-08
2478,0.01239,1.0000137,-2.6916135e-12,9.9999999e-07,1.4267600000000507e-08
2479,0.012395,1.0000136,-2.6502686e-12,9.9999999e-07,1.4193600000000762e-08
2480,0.0124,1.0000136,-2.6095424e-12,9.9999999e-07,1.4119800000000484e-08
2481,0.012405,1.0000135,-2.569426e-12,9.9999999e-07,1.4046200000000647e-08
2482,0.01241,1.0000134,-2.5299104e-12,9.9999999e-07,1.3973400000000624e-08
2483,0.012415,1.0000133,-2.4909869e-12,1e-06,1.3900599999995778e-08
2484,0.01242,1.0000133,-2.452647e-12,1e-06,1.3828600000000395e-08
2485,0.012425,1.0000132,-2.414882e-12,1e-06,1.375660000000051e-08
2486,0.01243,1.0000131,-2.3776836e-12,1e-06,1.3685000000000534e-08
2487,0.012435,1.0000131,-2.3410435e-12,1e-06,1.3614000000000581e-08
2488,0.01244,1.000013,-2.3049537e-12,1e-06,1.3543200000000745e-08
2489,0.012445,1.0000129,-2.269406e-12,1e-06,1.3472800000000491e-08
2490,0.01245,1.0000129,-2.2343925e-12,1e-06,1.340280000000047e-08
2491,0.012455,1.0000128,-2.1999054e-12,1e-06,1.3333199999996053e-08
2492,0.01246,1.0000127,-2.1659371e-12,1e-06,1.3263800000000357e-08
2493,0.012465,1.0000127,-2.1324799e-12,1e-06,1.319480000000059e-08
2494,0.01247,1.0000126,-2.0995264e-12,1e-06,1.3126400000000522e-08
2495,0.012475,1.0000125,-2.0670692e-12,1e-06,1.305820000000057e-08
2496,0.01248,1.0000125,-2.035101e-12,1e-06,1.299020000000041e-08
2497,0.012485,1.0000124,-2.0036147e-12,1e-06,1.2922800000000597e-08
2498,0.01249,1.0000123,-1.9726031e-12,1e-06,1.2855600000000577e-08
2499,0.012495,1.0000123,-1.9420594e-12,1e-06,1.2788800000000464e-08
2500,0.0125,1.0000122,-1.9119766e-12,1e-06,1.2722399999996167e-08
2501,0.012505,1.0000121,-1.882348e-12,1e-06,1.2656200000000492e-08
2502,0.01251,1.0000121,-1.853167e-12,1e-06,1.2590600000000425e-08
2503,0.012515,1.000012,-1.8244269e-12,1e-06,1.2525000000000681e-08
2504,0.01252,1.000012,-1.7961213e-12,1e-06,1.2460000000000315e-08
2505,0.012525,1.0000119,-1.7682438e-12,1e-06,1.2395400000000503e-08
2506,0.01253,1.0000118,-1.740788e-12,1e-06,1.233080000000069e-08
2507,0.012535,1.0000118,-1.7137479e-12,1e-06,1.2266800000000255e-08
2508,0.01254,1.0000117,-1.6871172e-12,1e-06,1.2202999999996347e-08
2509,0.012545,1.0000117,-1.6608899e-12,1e-06,1.2139600000000493e-08
2510,0.01255,1.0000116,-1.6350601e-12,1e-06,1.2076600000000635e-08
2511,0.012555,1.0000115,-1.6096219e-12,1e-06,1.2013800000000569e-08
2512,0.01256,1.0000115,-1.5845695e-12,1e-06,1.1951600000000203e-08
2513,0.012565,1.0000114,-1.5598973e-12,1e-06,1.1889200000000692e-08
2514,0.01257,1.0000114,-1.5355997e-12,1e-06,1.1827600000000349e-08
2515,0.012575,1.0000113,-1.511671e-12,1e-06,1.1766200000000445e-08
2516,0.01258,1.0000112,-1.4881059e-12,1e-06,1.1705000000000658e-08
2517,0.012585,1.0000112,-1.464899e-12,1e-06,1.1644199999996414e-08
2518,0.01259,1.0000111,-1.442045e-12,1e-06,1.1583600000000367e-08
2519,0.012595,1.0000111,-1.4195386e-12,1e-06,1.1523600000000625e-08
2520,0.0126,1.000011,-1.3973747e-12,1e-06,1.1463800000000352e-08
2521,0.012605,1.000011,-1.3755483e-12,1e-06,1.1404000000000403e-08
2522,0.01261,1.0000109,-1.3540543e-12,1e-06,1.1345000000000592e-08
2523,0.012615,1.0000108,-1.3328878e-12,1e-06,1.128600000000046e-08
2524,0.01262,1.0000108,-1.312044e-12,1e-06,1.122720000000044e-08
2525,0.012625,1.0000107,-1.291518e-12,1e-06,1.1169199999996686e-08
2526,0.01263,1.0000107,-1.2713052e-12,1e-06,1.1111000000000243e-08
2527,0.012635,1.0000106,-1.2514009e-12,1e-06,1.1053200000000479e-08
2528,0.01264,1.0000106,-1.2318006e-12,1e-06,1.0996000000000415e-08
2529,0.012645,1.0000105,-1.2124996e-12,1e-06,1.0938800000000351e-08
2530,0.01265,1.0000105,-1.1934936e-12,1e-06,1.0882000000000517e-08
2531,0.012655,1.0000104,-1.1747781e-12,1e-06,1.0825400000000478e-08
2532,0.01266,1.0000103,-1.1563489e-12,1e-06,1.0769200000000344e-08
2533,0.012665,1.0000103,-1.1382016e-12,1e-06,1.0713400000000442e-08
2534,0.01267,1.0000102,-1.1203322e-12,1e-06,1.0657599999996842e-08
2535,0.012675,1.0000102,-1.1027364e-12,1e-06,1.0602400000000339e-08
2536,0.01268,1.0000101,-1.0854101e-12,1e-06,1.054720000000046e-08
2537,0.012685,1.0000101,-1.0683494e-12,1e-06,1.0492600000000604e-08
2538,0.01269,1.00001,-1.0515503e-12,1e-06,1.0438000000000426e-08
2539,0.012695,1.00001,-1.0350088e-12,1e-06,1.0383740000000444e-08
2540,0.0127,1.0000099,-1.0187212e-12,1e-06,1.032988000000037e-08
2541,0.012705,1.0000099,-1.0026836e-12,1e-06,1.0276240000000421e-08
2542,0.01271,1.0000098,-9.8689227e-13,1e-06,1.0222879999996765e-08
2543,0.012715,1.0000098,-9.7134358e-13,1e-06,1.0169800000000366e-08
2544,0.01272,1.0000097,-9.5603388e-13,1e-06,1.011700000000058e-08
2545,0.012725,1.0000097,-9.4095959e-13,1e-06,1.0064460000000299e-08
2546,0.01273,1.0000096,-9.2611719e-13,1e-06,1.0012220000000512e-08
2547,0.012735,1.0000096,-9.115032e-13,1e-06,9.96022000000022e-09
2548,0.01274,1.0000095,-8.971142e-13,1e-06,9.908500000000411e-09
2549,0.012745,1.0000095,-8.8294681e-13,1e-06,9.857060000000441e-09
2550,0.01275,1.0000094,-8.6899771e-13,1e-06,9.805880000000622e-09
2551,0.012755,1.0000094,-8.5526364e-13,1e-06,9.754979999996933e-09
2552,0.01276,1.0000093,-8.4174135e-13,1e-06,9.704320000000475e-09
2553,0.012765,1.0000093,-8.2842767e-13,1e-06,9.65396000000016e-09
2554,0.01277,1.0000092,-8.1531947e-13,1e-06,9.603820000000617e-09
2555,0.012775,1.0000092,-8.0241365e-13,1e-06,9.553960000000266e-09
2556,0.01278,1.0000091,-7.8970718e-13,1e-06,9.504380000000401e-09
2557,0.012785,1.0000091,-7.7719705e-13,1e-06,9.45502000000034e-09
2558,0.01279,1.000009,-7.6488031e-13,1e-06,9.40594000000044e-09
2559,0.012795,1.000009,-7.5275405e-13,1e-06,9.35711999999712e-09
2560,0.0128,1.0000089,-7.408154e-13,1e-06,9.308540000000433e-09
2561,0.012805,1.0000089,-7.2906153e-13,1e-06,9.260220000000325e-09
