,rho,ne,v_phi,Te,E_rho
1950,0.00975,1.0002147,-3.9764511e-09,9.9999389e-07,2.2656600000000772e-07
1951,0.009755,1.0002135,-3.9283564e-09,9.9999396e-07,2.2537800000000947e-07
1952,0.00976,1.0002124,-3.8808189e-09,9.9999403e-07,2.2419400000000837e-07
1953,0.009765,1.0002113,-3.8338327e-09,9.999941e-07,2.2302000000001045e-07
1954,0.00977,1.0002102,-3.7873915e-09,9.9999417e-07,2.2184800000000594e-07
1955,0.009775,1.0002091,-3.7414893e-09,9.9999424e-07,2.206859999999332e-07
1956,0.00978,1.000208,-3.6961203e-09,9.999943e-07,2.1952800000001075e-07
1957,0.009785,1.000207,-3.6512785e-09,9.9999437e-07,2.1837400000000886e-07
1958,0.00979,1.0002059,-3.606958e-09,9.9999444e-07,2.1723200000000876e-07
1959,0.009795,1.0002048,-3.5631531e-09,9.999945e-07,2.1609000000000863e-07
1960,0.0098,1.0002038,-3.5198581e-09,9.9999456e-07,2.1495800000000652e-07
1961,0.009805,1.0002027,-3.4770673e-09,9.9999463e-07,2.1382800000000815e-07
1962,0.00981,1.0002016,-3.4347752e-09,9.9999469e-07,2.1271000000001154e-07
1963,0.009815,1.0002006,-3.3929761e-09,9.9999475e-07,2.1159199999993635e-07
1964,0.00982,1.0001995,-3.3516646e-09,9.9999481e-07,2.1048200000000743e-07
1965,0.009825,1.0001985,-3.3108354e-09,9.9999487e-07,2.09378000000006e-07
1966,0.00983,1.0001975,-3.2704829e-09,9.9999493e-07,2.0828000000001057e-07
1967,0.009835,1.0001964,-3.230602e-09,9.9999499e-07,2.0718800000000573e-07
1968,0.00984,1.0001954,-3.1911874e-09,9.9999505e-07,2.0610000000000834e-07
1969,0.009845,1.0001944,-3.1522338e-09,9.9999511e-07,2.050200000000104e-07
1970,0.00985,1.0001934,-3.1137361e-09,9.9999516e-07,2.0394600000000817e-07
1971,0.009855,1.0001924,-3.0756893e-09,9.9999522e-07,2.0287400000000968e-07
1972,0.00986,1.0001914,-3.0380883e-09,9.9999528e-07,2.0180999999993547e-07
1973,0.009865,1.0001904,-3.0009282e-09,9.9999533e-07,2.0075400000001106e-07
1974,0.00987,1.0001894,-2.9642039e-09,9.9999539e-07,1.996980000000063e-07
1975,0.009875,1.0001884,-2.9279107e-09,9.9999544e-07,1.986520000000099e-07
1976,0.00988,1.0001874,-2.8920436e-09,9.9999549e-07,1.9761000000000546e-07
1977,0.009885,1.0001865,-2.856598e-09,9.9999555e-07,1.965740000000071e-07
1978,0.00989,1.0001855,-2.8215691e-09,9.999956e-07,1.9554400000000958e-07
1979,0.009895,1.0001845,-2.7869522e-09,9.9999565e-07,1.9451600000001066e-07
1980,0.0099,1.0001836,-2.7527428e-09,9.999957e-07,1.9349799999993743e-07
1981,0.009905,1.0001826,-2.7189361e-09,9.9999575e-07,1.9248200000000737e-07
1982,0.00991,1.0001817,-2.6855278e-09,9.999958e-07,1.9147400000000965e-07
1983,0.009915,1.0001807,-2.6525133e-09,9.9999585e-07,1.9046800000000533e-07
1984,0.00992,1.0001798,-2.6198883e-09,9.999959e-07,1.894700000000108e-07
1985,0.009925,1.0001788,-2.5876482e-09,9.9999595e-07,1.884760000000082e-07
1986,0.00993,1.0001779,-2.5557889e-09,9.9999599e-07,1.8748800000000653e-07
1987,0.009935,1.000177,-2.5243059e-09,9.9999604e-07,1.865060000000057e-07
1988,0.00994,1.0001761,-2.4931951e-09,9.9999609e-07,1.8552600000000865e-07
1989,0.009945,1.0001751,-2.4624523e-09,9.9999613e-07,1.8455399999994182e-07
1990,0.00995,1.0001742,-2.4320732e-09,9.9999618e-07,1.835880000000091e-07
1991,0.009955,1.0001733,-2.4020539e-09,9.9999623e-07,1.8262200000000718e-07
1992,0.00996,1.0001724,-2.3723902e-09,9.9999627e-07,1.8166600000000845e-07
1993,0.009965,1.0001715,-2.3430781e-09,9.9999631e-07,1.8071400000000687e-07
1994,0.00997,1.0001706,-2.3141136e-09,9.9999636e-07,1.797660000000076e-07
1995,0.009975,1.0001697,-2.2854928e-09,9.999964e-07,1.788240000000092e-07
1996,0.00998,1.0001689,-2.2572119e-09,9.9999644e-07,1.778840000000042e-07
1997,0.009985,1.000168,-2.2292668e-09,9.9999648e-07,1.7695399999994614e-07
1998,0.00999,1.0001671,-2.201654e-09,9.9999653e-07,1.7602600000000947e-07
1999,0.009995,1.0001662,-2.1743695e-09,9.9999657e-07,1.7510200000000336e-07
2000,0.01,1.0001654,-2.1474096e-09,9.9999661e-07,1.741840000000085e-07
2001,0.010005,1.0001645,-2.1207707e-09,9.9999665e-07,1.7327000000000557e-07
2002,0.01001,1.0001636,-2.0944491e-09,9.9999669e-07,1.723620000000087e-07
2003,0.010015,1.0001628,-2.0684412e-09,9.9999673e-07,1.7146000000000755e-07
2004,0.01002,1.000162,-2.0427434e-09,9.9999677e-07,1.7056000000000496e-07
2005,0.010025,1.0001611,-2.0173522e-09,9.999968e-07,1.6966600000000842e-07
2006,0.01003,1.0001603,-1.9922641e-09,9.9999684e-07,1.6877599999995048e-07
2007,0.010035,1.0001594,-1.9674757e-09,9.9999688e-07,1.6789000000000675e-07
2008,0.01004,1.0001586,-1.9429835e-09,9.9999692e-07,1.6701200000000396e-07
2009,0.010045,1.0001578,-1.9187841e-09,9.9999695e-07,1.6613600000001006e-07
2010,0.01005,1.000157,-1.8948742e-09,9.9999699e-07,1.6526400000000295e-07
2011,0.010055,1.0001561,-1.8712505e-09,9.9999703e-07,1.6440000000001082e-07
2012,0.01006,1.0001553,-1.8479097e-09,9.9999706e-07,1.6353600000000314e-07
2013,0.010065,1.0001545,-1.8248486e-09,9.999971e-07,1.6268000000001045e-07
2014,0.01007,1.0001537,-1.802064e-09,9.9999713e-07,1.6182599999994985e-07
2015,0.010075,1.0001529,-1.7795527e-09,9.9999717e-07,1.609780000000024e-07
2016,0.01008,1.0001521,-1.7573116e-09,9.999972e-07,1.6013400000001146e-07
2017,0.010085,1.0001513,-1.7353375e-09,9.9999723e-07,1.592960000000059e-07
2018,0.01009,1.0001505,-1.7136275e-09,9.9999727e-07,1.5846000000000405e-07
2019,0.010095,1.0001498,-1.6921784e-09,9.999973e-07,1.5763000000000827e-07
2020,0.0101,1.000149,-1.6709873e-09,9.9999733e-07,1.568020000000059e-07
2021,0.010105,1.0001482,-1.6500512e-09,9.9999736e-07,1.5598200000000296e-07
2022,0.01011,1.0001474,-1.6293673e-09,9.999974e-07,1.5516400000000895e-07
2023,0.010115,1.0001467,-1.6089324e-09,9.9999743e-07,1.5434999999995334e-07
2024,0.01012,1.0001459,-1.5887439e-09,9.9999746e-07,1.5354200000000573e-07
2025,0.010125,1.0001451,-1.5687989e-09,9.9999749e-07,1.5273600000000828e-07
2026,0.01013,1.0001444,-1.5490945e-09,9.9999752e-07,1.5193800000000513e-07
2027,0.010135,1.0001436,-1.529628e-09,9.9999755e-07,1.5114000000000714e-07
2028,0.01014,1.0001429,-1.5103967e-09,9.9999758e-07,1.5034800000000486e-07
2029,0.010145,1.0001421,-1.4913978e-09,9.9999761e-07,1.495600000000049e-07
2030,0.01015,1.0001414,-1.4726286e-09,9.9999764e-07,1.4877600000000723e-07
2031,0.010155,1.0001407,-1.4540865e-09,9.9999766e-07,1.4799599999995537e-07
2032,0.01016,1.0001399,-1.4357688e-09,9.9999769e-07,1.4722200000000193e-07
2033,0.010165,1.0001392,-1.417673e-09,9.9999772e-07,1.4644800000000745e-07
2034,0.01017,1.0001385,-1.3997965e-09,9.9999775e-07,1.4568200000000725e-07
2035,0.010175,1.0001378,-1.3821367e-09,9.9999777e-07,1.4491800000000564e-07
2036,0.01018,1.000137,-1.3646912e-09,9.999978e-07,1.4416000000000489e-07
2037,0.010185,1.0001363,-1.3474574e-09,9.9999783e-07,1.434040000000079e-07
2038,0.01019,1.0001356,-1.3304328e-09,9.9999785e-07,1.4265200000000286e-07
2039,0.010195,1.0001349,-1.3136152e-09,9.9999788e-07,1.419040000000053e-07
2040,0.0102,1.0001342,-1.2970019e-09,9.9999791e-07,1.4116199999995964e-07
2041,0.010205,1.0001335,-1.2805908e-09,9.9999793e-07,1.4042200000000533e-07
2042,0.01021,1.0001328,-1.2643793e-09,9.9999796e-07,1.3968600000000437e-07
2043,0.010215,1.0001321,-1.2483652e-09,9.9999798e-07,1.389540000000057e-07
2044,0.01022,1.0001314,-1.2325463e-09,9.9999801e-07,1.3822400000000562e-07
2045,0.010225,1.0001307,-1.2169201e-09,9.9999803e-07,1.3750200000000499e-07
2046,0.01023,1.0001301,-1.2014845e-09,9.9999805e-07,1.3678200000000809e-07
2047,0.010235,1.0001294,-1.1862373e-09,9.9999808e-07,1.360640000000046e-07
2048,0.01024,1.0001287,-1.1711762e-09,9.999981e-07,1.3535199999996017e-07
2049,0.010245,1.000128,-1.156299e-09,9.9999812e-07,1.346420000000031e-07
2050,0.01025,1.0001274,-1.1416037e-09,9.9999815e-07,1.3393800000000507e-07
2051,0.010255,1.0001267,-1.127088e-09,9.9999817e-07,1.3323400000000708e-07
2052,0.01026,1.0001261,-1.11275e-09,9.9999819e-07,1.3253800000000335e-07
2053,0.010265,1.0001254,-1.0985874e-09,9.9999821e-07,1.3184200000000481e-07
2054,0.01027,1.0001247,-1.0845983e-09,9.9999824e-07,1.311540000000057e-07
2055,0.010275,1.0001241,-1.0707806e-09,9.9999826e-07,1.3046400000000802e-07
2056,0.01028,1.0001234,-1.0571323e-09,9.9999828e-07,1.2978200000000462e-07
2057,0.010285,1.0001228,-1.0436514e-09,9.999983e-07,1.2910199999996018e-07
2058,0.01029,1.0001222,-1.030336e-09,9.9999832e-07,1.284260000000076e-07
2059,0.010295,1.0001215,-1.017184e-09,9.9999834e-07,1.2775200000000367e-07
2060,0.0103,1.0001209,-1.0041937e-09,9.9999836e-07,1.2708400000000577e-07
2061,0.010305,1.0001203,-9.9136298e-10,9.9999838e-07,1.2641800000000126e-07
2062,0.01031,1.0001196,-9.7869009e-10,9.999984e-07,1.2575600000000943e-07
2063,0.010315,1.000119,-9.6617313e-10,9.9999842e-07,1.2509800000000437e-07
2064,0.01032,1.0001184,-9.5381027e-10,9.9999844e-07,1.2444200000000307e-07
2065,0.010325,1.0001178,-9.4159969e-10,9.9999846e-07,1.2378999999996111e-07
2066,0.01033,1.0001172,-9.295396e-10,9.9999848e-07,1.2314200000000736e-07
2067,0.010335,1.0001166,-9.1762822e-10,9.999985e-07,1.2249600000000406e-07
2068,0.01034,1.000116,-9.0586378e-10,9.9999852e-07,1.2185600000000683e-07
2069,0.010345,1.0001153,-8.9424456e-10,9.9999853e-07,1.212160000000044e-07
2070,0.01035,1.0001147,-8.8276883e-10,9.9999855e-07,1.2058200000000547e-07
2071,0.010355,1.0001141,-8.714349e-10,9.9999857e-07,1.199500000000025e-07
2072,0.01036,1.0001136,-8.6024109e-10,9.9999859e-07,1.1932400000000558e-07
2073,0.010365,1.000113,-8.4918573e-10,9.999986e-07,1.1869600000000492e-07
2074,0.01037,1.0001124,-8.3826719e-10,9.9999862e-07,1.1807599999996533e-07
2075,0.010375,1.0001118,-8.2748385e-10,9.9999864e-07,1.1745800000000366e-07
2076,0.01038,1.0001112,-8.1683409e-10,9.9999866e-07,1.1684200000000476e-07
2077,0.010385,1.0001106,-8.0631634e-10,9.9999867e-07,1.1623000000000559e-07
2078,0.01039,1.0001101,-7.9592901e-10,9.9999869e-07,1.1562200000000355e-07
2079,0.010395,1.0001095,-7.8567058e-10,9.999987e-07,1.1501800000000383e-07
2080,0.0104,1.0001089,-7.7553949e-10,9.9999872e-07,1.1441400000000668e-07
2081,0.010405,1.0001083,-7.6553424e-10,9.9999874e-07,1.1381400000000409e-07
2082,0.01041,1.0001078,-7.5565332e-10,9.9999875e-07,1.1321999999996569e-07
2083,0.010415,1.0001072,-7.4589525e-10,9.9999877e-07,1.1262600000000326e-07
2084,0.01042,1.0001067,-7.3625858e-10,9.9999878e-07,1.1203600000000646e-07
2085,0.010425,1.0001061,-7.2674185e-10,9.999988e-07,1.1145000000000419e-07
2086,0.01043,1.0001056,-7.1734362e-10,9.9999881e-07,1.1086600000000309e-07
2087,0.010435,1.000105,-7.0806249e-10,9.9999883e-07,1.1028600000000429e-07
2088,0.01044,1.0001045,-6.9889706e-10,9.9999884e-07,1.0970800000000407e-07
2089,0.010445,1.0001039,-6.8984593e-10,9.9999886e-07,1.0913400000000614e-07
2090,0.01045,1.0001034,-6.8090776e-10,9.9999887e-07,1.0856400000000278e-07
2091,0.010455,1.0001028,-6.7208117e-10,9.9999888e-07,1.0799399999996713e-07
2092,0.01046,1.0001023,-6.6336484e-10,9.999989e-07,1.0742800000000613e-07
2093,0.010465,1.0001018,-6.5475744e-10,9.9999891e-07,1.0686800000000338e-07
2094,0.01047,1.0001012,-6.4625768e-10,9.9999893e-07,1.0630600000000463e-07
2095,0.010475,1.0001007,-6.3786425e-10,9.9999894e-07,1.0575000000000417e-07
2096,0.01048,1.0001002,-6.2957588e-10,9.9999895e-07,1.0519800000000345e-07
2097,0.010485,1.0000997,-6.2139131e-10,9.9999897e-07,1.046458000000039e-07
2098,0.01049,1.0000991,-6.1330929e-10,9.9999898e-07,1.0409840000000454e-07
2099,0.010495,1.0000986,-6.0532859e-10,9.9999899e-07,1.0355339999996805e-07
2100,0.0105,1.0000981,-5.9744799e-10,9.99999e-07,1.0301140000000644e-07
2101,0.010505,1.0000976,-5.8966629e-10,9.9999902e-07,1.0247220000000277e-07
2102,0.01051,1.0000971,-5.8198229e-10,9.9999903e-07,1.0193580000000329e-07
2103,0.010515,1.0000966,-5.7439481e-10,9.9999904e-07,1.0140220000000543e-07
2104,0.01052,1.0000961,-5.669027e-10,9.9999905e-07,1.0087160000000284e-07
2105,0.010525,1.0000956,-5.595048e-10,9.9999906e-07,1.0034340000000423e-07
2106,0.01053,1.0000951,-5.5219998e-10,9.9999908e-07,9.981840000000487e-08
2107,0.010535,1.0000946,-5.4498711e-10,9.9999909e-07,9.929580000000432e-08
2108,0.01054,1.0000941,-5.3786508e-10,9.999991e-07,9.877619999996994e-08
2109,0.010545,1.0000936,-5.3083279e-10,9.9999911e-07,9.825920000000429e-08
2110,0.01055,1.0000931,-5.2388916e-10,9.9999912e-07,9.77448000000046e-08
2111,0.010555,1.0000926,-5.170331e-10,9.9999913e-07,9.723340000000276e-08
2112,0.01056,1.0000922,-5.1026358e-10,9.9999914e-07,9.67246000000037e-08
2113,0.010565,1.0000917,-5.0357952e-10,9.9999915e-07,9.621820000000346e-08
2114,0.01057,1.0000912,-4.9697991e-10,9.9999917e-07,9.571480000000365e-08
2115,0.010575,1.0000907,-4.904637e-10,9.9999918e-07,9.521380000000523e-08
2116,0.01058,1.0000903,-4.840299e-10,9.9999919e-07,9.471559999997038e-08
2117,0.010585,1.0000898,-4.776775e-10,9.999992e-07,9.422000000000406e-08
2118,0.01059,1.0000893,-4.7140551e-10,9.9999921e-07,9.372700000000249e-08
2119,0.010595,1.0000888,-4.6521295e-10,9.9999922e-07,9.323640000000491e-08
2120,0.0106,1.0000884,-4.5909886e-10,9.9999923e-07,9.274860000000376e-08
2121,0.010605,1.0000879,-4.5306228e-10,9.9999924e-07,9.2263200000004e-08
2122,0.01061,1.0000875,-4.4710227e-10,9.9999925e-07,9.178060000000328e-08
2123,0.010615,1.000087,-4.412179e-10,9.9999926e-07,9.130020000000511e-08
2124,0.01062,1.0000866,-4.3540823e-10,9.9999927e-07,9.08226000000034e-08
2125,0.010625,1.0000861,-4.2967237e-10,9.9999927e-07,9.034719999997289e-08
2126,0.01063,1.0000857,-4.2400942e-10,9.9999928e-07,8.987480000000294e-08
2127,0.010635,1.0000852,-4.1841847e-10,9.9999929e-07,8.94044000000028e-08
2128,0.01064,1.0000848,-4.1289865e-10,9.999993e-07,8.893660000000286e-08
2129,0.010645,1.0000843,-4.074491e-10,9.9999931e-07,8.84712000000043e-08
2130,0.01065,1.0000839,-4.0206895e-10,9.9999932e-07,8.800860000000479e-08
2131,0.010655,1.0000835,-3.9675735e-10,9.9999933e-07,8.754800000000384e-08
2132,0.01066,1.000083,-3.9151347e-10,9.9999934e-07,8.709000000000309e-08
2133,0.010665,1.0000826,-3.8633646e-10,9.9999934e-07,8.663440000000373e-08
2134,0.01067,1.0000822,-3.8122553e-10,9.9999935e-07,8.618119999997327e-08
2135,0.010675,1.0000817,-3.7617984e-10,9.9999936e-07,8.5730400000004e-08
2136,0.01068,1.0000813,-3.7119861e-10,9.9999937e-07,8.528200000000364e-08
2137,0.010685,1.0000809,-3.6628105e-10,9.9999938e-07,8.483560000000184e-08
2138,0.01069,1.0000805,-3.6142636e-10,9.9999939e-07,8.439200000000424e-08
2139,0.010695,1.00008,-3.5663378e-10,9.9999939e-07,8.395060000000404e-08
2140,0.0107,1.0000796,-3.5190254e-10,9.999994e-07,8.351140000000121e-08
2141,0.010705,1.0000792,-3.4723189e-10,9.9999941e-07,8.307460000000496e-08
2142,0.01071,1.0000788,-3.4262108e-10,9.9999942e-07,8.264019999997366e-08
2143,0.010715,1.0000784,-3.3806937e-10,9.9999942e-07,8.220780000000345e-08
2144,0.01072,1.000078,-3.3357605e-10,9.9999943e-07,8.177780000000336e-08
2145,0.010725,1.0000776,-3.2914038e-10,9.9999944e-07,8.135020000000465e-08
2146,0.01073,1.0000772,-3.2476165e-10,9.9999945e-07,8.092460000000194e-08
2147,0.010735,1.0000768,-3.2043917e-10,9.9999945e-07,8.050140000000319e-08
2148,0.01074,1.0000764,-3.1617223e-10,9.9999946e-07,8.008040000000442e-08
2149,0.010745,1.000076,-3.1196016e-10,9.9999947e-07,7.966160000000304e-08
2150,0.01075,1.0000756,-3.0780227e-10,9.9999947e-07,7.924500000000423e-08
2151,0.010755,1.0000752,-3.0369789e-10,9.9999948e-07,7.883039999997405e-08
2152,0.01076,1.0000748,-2.9964636e-10,9.9999949e-07,7.841820000000255e-08
2153,0.010765,1.0000744,-2.9564703e-10,9.9999949e-07,7.800820000000366e-08
2154,0.01077,1.000074,-2.9169925e-10,9.999995e-07,7.760040000000475e-08
2155,0.010775,1.0000736,-2.8780237e-10,9.9999951e-07,7.719440000000302e-08
2156,0.01078,1.0000732,-2.8395577e-10,9.9999951e-07,7.679080000000267e-08
2157,0.010785,1.0000729,-2.8015883e-10,9.9999952e-07,7.638920000000346e-08
2158,0.01079,1.0000725,-2.7641093e-10,9.9999953e-07,7.598980000000165e-08
2159,0.010795,1.0000721,-2.7271145e-10,9.9999953e-07,7.559239999997736e-08
2160,0.0108,1.0000717,-2.690598e-10,9.9999954e-07,7.51972000000029e-08
2161,0.010805,1.0000714,-2.6545538e-10,9.9999954e-07,7.480400000000339e-08
2162,0.01081,1.000071,-2.618976e-10,9.9999955e-07,7.441280000000243e-08
2163,0.010815,1.0000706,-2.5838589e-10,9.9999956e-07,7.402380000000404e-08
2164,0.01082,1.0000703,-2.5491966e-10,9.9999956e-07,7.363680000000163e-08
2165,0.010825,1.0000699,-2.5149836e-10,9.9999957e-07,7.325180000000297e-08
2166,0.01083,1.0000695,-2.4812142e-10,9.9999957e-07,7.286880000000288e-08
2167,0.010835,1.0000692,-2.4478828e-10,9.9999958e-07,7.248780000000393e-08
2168,0.01084,1.0000688,-2.4149841e-10,9.9999958e-07,7.210879999997855e-08
2169,0.010845,1.0000684,-2.3825126e-10,9.9999959e-07,7.173200000000317e-08
2170,0.01085,1.0000681,-2.3504629e-10,9.9999959e-07,7.135680000000111e-08
2171,0.010855,1.0000677,-2.3188298e-10,9.999996e-07,7.098380000000421e-08
2172,0.01086,1.0000674,-2.2876081e-10,9.999996e-07,7.061280000000328e-08
2173,0.010865,1.000067,-2.2567927e-10,9.9999961e-07,7.02436000000021e-08
2174,0.01087,1.0000667,-2.2263783e-10,9.9999961e-07,6.98766000000035e-08
2175,0.010875,1.0000663,-2.1963601e-10,9.9999962e-07,6.95110000000018e-08
2176,0.01088,1.000066,-2.1667331e-10,9.9999962e-07,6.914799999997892e-08
2177,0.010885,1.0000656,-2.1374922e-10,9.9999963e-07,6.878620000000213e-08
2178,0.01089,1.0000653,-2.1086328e-10,9.9999963e-07,6.842700000000415e-08
2179,0.010895,1.000065,-2.0801499e-10,9.9999964e-07,6.806900000000168e-08
2180,0.0109,1.0000646,-2.052039e-10,9.9999964e-07,6.771340000000319e-08
2181,0.010905,1.0000643,-2.0242952e-10,9.9999965e-07,6.735940000000303e-08
2182,0.01091,1.000064,-1.996914e-10,9.9999965e-07,6.700740000000403e-08
2183,0.010915,1.0000636,-1.9698908e-10,9.9999966e-07,6.66572000000022e-08
2184,0.01092,1.0000633,-1.9432211e-10,9.9999966e-07,6.630880000000268e-08
2185,0.010925,1.000063,-1.9169005e-10,9.9999967e-07,6.596219999998003e-08
2186,0.01093,1.0000626,-1.8909245e-10,9.9999967e-07,6.561760000000172e-08
2187,0.010935,1.0000623,-1.8652888e-10,9.9999967e-07,6.527460000000405e-08
2188,0.01094,1.000062,-1.8399891e-10,9.9999968e-07,6.493340000000094e-08
2189,0.010945,1.0000617,-1.8150212e-10,9.9999968e-07,6.459400000000276e-08
2190,0.01095,1.0000613,-1.7903809e-10,9.9999969e-07,6.425660000000313e-08
2191,0.010955,1.000061,-1.766064e-10,9.9999969e-07,6.392080000000185e-08
2192,0.01096,1.0000607,-1.7420665e-10,9.999997e-07,6.35868000000029e-08
2193,0.010965,1.0000604,-1.7183842e-10,9.999997e-07,6.325439999998035e-08
2194,0.01097,1.0000601,-1.6950133e-10,9.999997e-07,6.292380000000401e-08
2195,0.010975,1.0000598,-1.6719497e-10,9.9999971e-07,6.259520000000172e-08
2196,0.01098,1.0000594,-1.6491897e-10,9.9999971e-07,6.226800000000152e-08
2197,0.010985,1.0000591,-1.6267292e-10,9.9999972e-07,6.194280000000248e-08
2198,0.01099,1.0000588,-1.6045646e-10,9.9999972e-07,6.161900000000296e-08
2199,0.010995,1.0000585,-1.582692e-10,9.9999972e-07,6.129700000000319e-08
2200,0.011,1.0000582,-1.5611079e-10,9.9999973e-07,6.097680000000316e-08
2201,0.011005,1.0000579,-1.5398084e-10,9.9999973e-07,6.065820000000145e-08
2202,0.01101,1.0000576,-1.51879e-10,9.9999973e-07,6.034139999998116e-08
2203,0.011015,1.0000573,-1.4980491e-10,9.9999974e-07,6.002600000000354e-08
2204,0.01102,1.000057,-1.4775822e-10,9.9999974e-07,5.971240000000215e-08
2205,0.011025,1.0000567,-1.4573858e-10,9.9999974e-07,5.940060000000181e-08
2206,0.01103,1.0000564,-1.4374564e-10,9.9999975e-07,5.9090000000002146e-08
2207,0.011035,1.0000561,-1.4177906e-10,9.9999975e-07,5.878160000000247e-08
2208,0.01104,1.0000558,-1.3983852e-10,9.9999975e-07,5.847440000000348e-08
2209,0.011045,1.0000556,-1.3792367e-10,9.9999976e-07,5.816880000000154e-08
2210,0.01105,1.0000553,-1.3603418e-10,9.9999976e-07,5.786499999998315e-08
2211,0.011055,1.000055,-1.3416974e-10,9.9999976e-07,5.756280000000195e-08
2212,0.01106,1.0000547,-1.3233003e-10,9.9999977e-07,5.7262200000001606e-08
2213,0.011065,1.0000544,-1.3051472e-10,9.9999977e-07,5.696300000000336e-08
2214,0.01107,1.0000541,-1.287235e-10,9.9999977e-07,5.666540000000216e-08
2215,0.011075,1.0000538,-1.2695608e-10,9.9999978e-07,5.636940000000188e-08
2216,0.01108,1.0000536,-1.2521213e-10,9.9999978e-07,5.6075000000002525e-08
2217,0.011085,1.0000533,-1.2349137e-10,9.9999978e-07,5.5782200000001516e-08
2218,0.01109,1.000053,-1.2179349e-10,9.9999978e-07,5.54908000000026e-08
2219,0.011095,1.0000527,-1.2011821e-10,9.9999979e-07,5.5200799999982756e-08
2220,0.0111,1.0000525,-1.1846522e-10,9.9999979e-07,5.4912800000002375e-08
2221,0.011105,1.0000522,-1.1683425e-10,9.9999979e-07,5.462580000000212e-08
2222,0.01111,1.0000519,-1.1522501e-10,9.999998e-07,5.434060000000291e-08
2223,0.011115,1.0000516,-1.1363722e-10,9.999998e-07,5.405680000000193e-08
2224,0.01112,1.0000514,-1.1207061e-10,9.999998e-07,5.3774400000001744e-08
2225,0.011125,1.0000511,-1.1052491e-10,9.999998e-07,5.349360000000249e-08
2226,0.01113,1.0000508,-1.0899984e-10,9.9999981e-07,5.3214200000002746e-08
2227,0.011135,1.0000506,-1.0749514e-10,9.9999981e-07,5.293639999998298e-08
2228,0.01114,1.0000503,-1.0601054e-10,9.9999981e-07,5.266000000000204e-08
2229,0.011145,1.00005,-1.045458e-10,9.9999981e-07,5.238480000000214e-08
2230,0.01115,1.0000498,-1.0310064e-10,9.9999982e-07,5.211140000000328e-08
2231,0.011155,1.0000495,-1.0167483e-10,9.9999982e-07,5.183940000000135e-08
2232,0.01116,1.0000493,-1.002681e-10,9.9999982e-07,5.1568600000002695e-08
2233,0.011165,1.000049,-9.8880222e-11,9.9999982e-07,5.129940000000109e-08
2234,0.01117,1.0000488,-9.7510939e-11,9.9999983e-07,5.1031400000002763e-08
2235,0.011175,1.0000485,-9.6160015e-11,9.9999983e-07,5.076500000000148e-08
2236,0.01118,1.0000483,-9.4827212e-11,9.9999983e-07,5.0499999999984775e-08
2237,0.011185,1.000048,-9.3512296e-11,9.9999983e-07,5.023620000000251e-08
2238,0.01119,1.0000478,-9.2215035e-11,9.9999984e-07,4.9974000000002364e-08
2239,0.011195,1.0000475,-9.09352e-11,9.9999984e-07,4.971320000000173e-08
2240,0.0112,1.0000473,-8.9672565e-11,9.9999984e-07,4.9453600000001786e-08
2241,0.011205,1.000047,-8.8426908e-11,9.9999984e-07,4.919540000000136e-08
2242,0.01121,1.0000468,-8.7198008e-11,9.9999984e-07,4.893840000000292e-08
2243,0.011215,1.0000465,-8.5985647e-11,9.9999985e-07,4.868300000000152e-08
2244,0.01122,1.0000463,-8.4789611e-11,9.9999985e-07,4.842899999998543e-08
2245,0.011225,1.000046,-8.3609687e-11,9.9999985e-07,4.8176000000002224e-08
2246,0.01123,1.0000458,-8.2445666e-11,9.9999985e-07,4.7924600000001845e-08
2247,0.011235,1.0000456,-8.1297341e-11,9.9999985e-07,4.7674600000002276e-08
2248,0.01124,1.0000453,-8.0164508e-11,9.9999986e-07,4.742540000000187e-08
2249,0.011245,1.0000451,-7.9046964e-11,9.9999986e-07,4.717800000000122e-08
2250,0.01125,1.0000449,-7.7944511e-11,9.9999986e-07,4.693180000000255e-08
2251,0.011255,1.0000446,-7.6856952e-11,9.9999986e-07,4.668680000000199e-08
2252,0.01126,1.0000444,-7.5784093e-11,9.9999986e-07,4.644300000000083e-08
2253,0.011265,1.0000442,-7.4725741e-11,9.9999987e-07,4.620079999998586e-08
2254,0.01127,1.0000439,-7.3681708e-11,9.9999987e-07,4.595940000000211e-08
2255,0.011275,1.0000437,-7.2651805e-11,9.9999987e-07,4.5719600000001965e-08
2256,0.01128,1.0000435,-7.163585e-11,9.9999987e-07,4.5481200000002633e-08
2257,0.011285,1.0000433,-7.0633659e-11,9.9999987e-07,4.5243600000001174e-08
2258,0.01129,1.000043,-6.9645052e-11,9.9999987e-07,4.5007400000001816e-08
2259,0.011295,1.0000428,-6.8669851e-11,9.9999988e-07,4.477280000000209e-08
2260,0.0113,1.0000426,-6.7707881e-11,9.9999988e-07,4.453880000000142e-08
2261,0.011305,1.0000424,-6.6758968e-11,9.9999988e-07,4.430659999998641e-08
2262,0.01131,1.0000421,-6.5822942e-11,9.9999988e-07,4.4075400000001434e-08
2263,0.011315,1.0000419,-6.4899632e-11,9.9999988e-07,4.3845200000002955e-08
2264,0.01132,1.0000417,-6.3988873e-11,9.9999988e-07,4.36164000000014e-08
2265,0.011325,1.0000415,-6.30905e-11,9.9999989e-07,4.338900000000196e-08
